dob,pan,email,text0,text1,text2,text3,text4,text5,gender,gfname,mobnum,bank_id,certnum,country,del_flg,doctype,foracid,landnum,relcode,srl_num,certauth,fullname,mailcity,maildist,pertcity,pertdist,rel_type,certplace,lchg_time,rcre_time,saluation,fathername,occupation,perttoleno,pertwardno,spousename,certexpdate,mailtolenum,mailwardnum,nationality,perthosueno,cerissuedate,lchg_user_id,rcre_user_id,cerissuedatead,entity_cre_flg,mailinghouseno,updated_at,preferredname 
1900-01-01T00:00:00.000000,PAN944763272,himalayanconsultancy879@outlook.com,CHAMPA DEVI,,MANAGER                                                                                                                                               ,,,,M,,+977-9851570882,1,333042/57,NP,,CITIZENSHIP,FA2534808628297082,,EMPLO,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,NIRANJAN PANUHAR CHAUDHARY                                                                                                                                                                              ,KOKHABI,BARA,KOLHABI,BARA,A,BARA,2022-01-26T12:55:46,2021-09-02T19:01:06,MR,,NOT AVAILABLE,ADHANWA,08,,,ADHANWA,6.0,NEPALI,,,PB4413,ES1259,2013-06-04T00:00:00.000000,Y,,2024-08-07 06:58:49.521,NIRANJAN PANUHAR CHAUDHARY                                                                                                                                                                              
1900-01-01T00:00:00.000000,PAN944763272,himalayanconsultancy879@outlook.com,JHAJKALIYA THARUNI,,TRAINEE ASSISTANT                                                                                                                                     ,,,,M,,+977-9851570882,1,33-01-73-09591,NP,,CITIZENSHIP,FA2534808628297082,,EMPLO,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,DEVRAJ ADHIKARI                                                                                                                                                                                         ,KALAIYA,BARA,KALAIYA,BARA,A,BARA,2022-01-26T12:55:46,2021-09-02T19:01:06,MR,,NOT AVAILABLE,SHREEPUR,24,,,SHREEPUR,24.0,NEPALI,,,PB4413,ES1259,2017-03-30T00:00:00.000000,Y,,2024-08-07 06:58:49.521,DEVRAJ ADHIKARI                                                                                                                                                                                         
1900-01-01T00:00:00.000000,PAN402958382,everestfootwear774@outlook.com,DAMODARI DEVI,,NADEP LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                                              ,,,,M,,+977-9863343292,1,4457,NP,,CITIZENSHIP,FA5064514266487828,,EMPLO,3,DISTRICT ADMINISTRATION OFFICE                                                                      ,RAM AYODHEE RAY YADAV                                                                                                                                                                                   ,BUDHIGANGA,MORAN,GADHIMAI,RAUTH,A,RAUTAHAT,2022-05-08T15:09:12,2022-05-08T15:09:12,MR,,NOT AVAILABLE,GADHIMAI,6,,,TANKI,2.0,NEPALI,,,SAURAVP,MM2256,1996-06-25T00:00:00.000000,Y,,2024-08-07 06:58:49.521,RAM AYODHEE RAY YADAV                                                                                                                                                                                   
1900-01-01T00:00:00.000000,PAN402958382,everestfootwear774@outlook.com,GANGA DEVI KHATIWADA,,NADEP LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                                              ,,,,M,,+977-9863343292,1,1359,NP,,CITIZENSHIP,FA5064514266487828,,EMPLO,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,SUJAN KHATIWADA                                                                                                                                                                                         ,BIRATNAGAR,MORAN,BIRATNAGAR,MORAN,A,MORANG,2022-05-08T15:09:12,2022-05-08T15:09:12,MR,,NOT AVAILABLE,NAWAYUG MARGA,5,,,NAWAYUG MARGA,5.0,NEPALI,,,SAURAVP,MM2256,1992-01-22T00:00:00.000000,Y,,2024-08-07 06:58:49.521,SUJAN KHATIWADA                                                                                                                                                                                         
1900-01-01T00:00:00.000000,PAN402958382,everestfootwear774@outlook.com,RAJ BATI DEVI,,NADEP LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                                              ,,,,M,,+977-9863343292,1,191048/332,NP,,CITIZENSHIP,FA5064514266487828,,EMPLO,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,RAM NARAYAN BAITHA                                                                                                                                                                                      ,BUDHIGANGA,MORAN,HARIPURWA,SARLA,A,SARLAHI,2022-05-08T15:09:12,2022-05-08T15:09:12,MR,,NOT AVAILABLE,DUMARIYA,4,,,TANKISINWARI,2.0,NEPALI,,,SAURAVP,MM2256,2012-06-23T00:00:00.000000,Y,,2024-08-07 06:58:49.521,RAM NARAYAN BAITHA                                                                                                                                                                                      
1900-01-01T00:00:00.000000,PAN813377590,nepalairlines939@outlook.com,,,UNEMPLOYED                                                                                                                                            ,,,,M,,+977-9856247781,1,,NP,,CITIZENSHIP,FA4414112165664360,,CHAIR,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,,LALITPUR,LALIT,LALITPUR,LALIT,A,,2022-07-19T15:14:15,2022-07-19T15:14:15,MR,,,,1,,,,1.0,NEPALI,,,SAURAVP,RS2979,1901-01-01T00:00:00.000000,Y,,2024-08-07 06:58:49.521,
1900-01-01T00:00:00.000000,PAN813377590,nepalairlines939@outlook.com,,,NOT AVAILABLE #NOT AVAILABLE                                                                                                                          ,,,,M,,+977-9856247781,1,,NP,,CITIZENSHIP,FA2664662664400159,,EMPLO,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,,,,,,B,,2022-07-19T15:14:15,2022-07-19T15:14:15,MR,,,,,,,,,NEPALI,,,SAURAVP,RS2979,2022-07-15T00:00:00.000000,Y,,2024-08-07 06:58:49.521,
1900-01-01T00:00:00.000000,PAN813377590,nepalairlines939@outlook.com,,,,,,,M,,+977-9856247781,1,00000,NP,,CITIZENSHIP,FA6016924606452031,,EMPLO,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,,RUKUMKOT,RUKEA,RUKUMKOT,RUKEA,B,,2022-07-19T15:14:15,2022-07-19T15:14:15,MR,,,TAKURA,5,,,TAKURA,5.0,NEPALI,,,SAURAVP,RS2979,2003-06-15T00:00:00.000000,Y,,2024-08-07 06:58:49.521,
1900-01-01T00:00:00.000000,PAN813377590,nepalairlines939@outlook.com,,,NOT AVAILABLE #NOT AVAILABLE                                                                                                                          ,,,,F,,+977-9856247781,1,,NP,,CITIZENSHIP,FA4137112376915517,,ADVIS,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,BHAGWATI CHAUDHARY                                                                                                                                                                                      ,,SUNSA,,,B,SUNSARI,2022-07-19T15:14:15,2022-07-19T15:14:15,MRS,,,,,,,,,NEPALI,,,SAURAVP,RS2979,2017-04-19T00:00:00.000000,Y,,2024-08-07 06:58:49.521,BHAGWATI CHAUDHARY                                                                                                                                                                                      
1900-01-01T00:00:00.000000,PAN813377590,nepalairlines939@outlook.com,,,,,,,O,,+977-9856247781,1,,NP,,CITIZENSHIP,FA1494935096879458,,ADVIS,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,,,,,,B,,2022-07-19T15:14:15,2022-07-19T15:14:15,M/S,,,,,,,,,NEPALI,,,SAURAVP,RS2979,1990-01-01T00:00:00.000000,Y,,2024-08-07 06:58:49.521,
